Seguidores,Seguidos
594,512
1647,1403
594,512
455,296
76,263
1331,102
1331,102
3491,268
2086,1516
28752,18645
2471,946
218,210
326,822
28752,18645
371,1175
2571,387
190704,1616
28752,18645
5005,884
206,492
206,492
28752,18645
389829,8163
819,969
836,2077
120,166
843,288
752,687
16962,3447
752,687
36936,396
5287,1202
1473,1227
2957,4604
3518,911
11,70
4289,2851
1355,1096
196,342
5717,693
819,969
574,569
13176,2087
1305,548
317,115
243,522
1128,567
1164,414
532,358
10346,2976
6290,5208
3844,753
332,175
654960,289733
1518,406
167,304
4256,3197
1355,1096
1355,1096
4307,926
3844,753
16932,1326
281,912
5054,3287
16932,1326
238,261
967,473
982,594
7389,5398
818,968
386,847
835,545
958,1004
1169,281
588,541
454,410
371,1171
1434,570
142,101
2413,1913
958,1004
1531,541
2336,352
1274,755
1475,1196
861,592
6,39
59,213
367,759
170,251
1531,541
454,410
931,1478
419,149
1011,1046
3192,2131
535,460
346,283
62,94
1786,121
1944,1082
101,93
3672,4460
2241,1259
35939,2313
35939,2313
268,323
444,755
2413,1913
3400,4746
713,531
252,128
568,359
624,314
9105,819
893,252
1497,3948
2813,1714
12237,4407
46,81
356,328
12812,1292
2005,566
1691,2449
148,450
5096,1045
1897,794
2670,909
5053,317
49,93
114,362
114,362
325,267
90,27
359,1072
3016,4995
267,461
12706,679
198,127
33726,1768
1021,1344
17879,1158
107,337
291,375
703,1333
1928,210
148,655
148,655
44,165
1007,2004
267,461
267,461
916,421
570,741
649,230
468,884
360,751
291,360
916,421
2650,470
168,436
21,40
16668,14929
16668,14929
489,716
801,1195
801,1195
14,20
301,336
6,48
455,102
28754,18646
619,915
27,155
28754,18646
9923,9579
170,818
9923,9579
99,629
3568,5000
1333,950
17,157
17,157
24,25
100,102
9,4
382,1299
1018,117
16,129
6,9
548,1467
748,704
185,585
387,374
69,283
758,1592
336,472
8,20
8,20
492,77
11,6
11,6
47,378
45,646
190,418
637,473
95,121
34,366
28753,18646
540,798
824,1758
257,124
824,1758
846,359
846,359
9044,1404
28753,18646
40,73
403,1066
270,1378
66,26
66,26
3246,1586
680,1539
138,106
5504,4737
569,1396
254,510
186,504
43,215
2112,327
25308,547
28752,18646
493,2085
940,890
141,243
7861,5547
764,334
2860,3534
1057,987
29,30
189,368
2104,3091
30,78
375,276
43,117
43,117
3138,2006
211,604
216088,1409
239,364
399,1197
645,756
1051,508
323,32
5877,6391
282,421
228,740
515,258
220,79
342,55
143,732
1167,2129
323,32
135514,6766
6,24
116,613
51,129
1958,913
1958,913
399,2547
373,530
136,112
50,116
53,378
112,45
489,549
1316,197
8,27
3422,2827
67,494
400,380
1889,1640
1306,175
8,27
165,45
5873,5424
903,2853
645,443
10,39
10973,359
590,290
4005,2767
941,253
150,653
13841,219
941,253
105,402
87,566
21,93
65,272
1209,3820
89,88
13,61
903,2853
55,55
37,192
49,467
23,76
718,400
932,144
1884,587
34,61
156,399
3371,411
3572,1157
60239,1007
60239,1007
3644,626
645,443
846,359
562,606
3411,378
115,331
3190,1031
96,630
96,630
83,135
426,232
3020,1383
1451,1689
152,313
1926,997
326,319
165,608
89,147
772,542
772,542
626,657
253,562
400,594
106,187
22166,283
5055,2981
36,42
25306,547
5556,2676
390,718
5001,884
915,2437
3,13
25,66
438081,1487
99,153
1110,1212
2148,2135
31,296
11,55
11,55
1991,786
139,646
478,621
139,646
139,646
59,59
1405,1117
126,209
179,781
838,725
552,226
552,226
112378,87
1514,412
1336,671
551,799
838,725
87,222
84,1540
170,533
249,543
1933,1061
1,13
2495,526
1934,444
1317,215
17237,2688
499,788
47,96
214,917
28752,18646
2995,1235
130,1024
2646,4942
359,401
9516,127
845,364
1263,2470
4980,118
4980,118
3466,1015
29,182
184,577
1021,2044
3058,2310
98,481
73,75
1431,2650
471,690
2086,1517
623,100
29,53
213,245
568,952
2068,1025
96,678
78,98
32,247
213,227
100,226
998,523
29,182
192,585
3134,994
1068,1851
32,247
25972,555
409,29
54,86
12902,1099
409,29
1159,1036
11071,887
11071,887
37,317
182,88
231,211
5555,2677
9038,1402
3155,647
182,88
695,1130
663,55
918,1454
11071,887
9,129
197,25
725,1476
114,394
211,55
725,1476
1306,662
239112,293
239112,293
511,169
18,16
7856,5548
20337,3705
3644,626
58,266
2086,1516
29671,7486
1311,2445
318,942
1494,1719
53541,147
40,420
318,260
5357,4914
6313,1917
19,32
10970,359
43,111
725,593
1381,1117
731,1423
2737,679
3840,2860
32268,2157
268,2093
33611,10904
3843,748
149,792
1026,1428
2401,1394
216072,1409
16349,4291
667,302
48,528
48,528
2269,104
191,396
31,77
9512,127
16665,14926
892,1011
511,169
76,438
1536,1588
54,121
29766,8306
140,228
492,280
16350,4291
2505,733
313,313
820,406
78,222
190,863
27804,3498
1775,1657
831,812
2292,1153
20415,3831
210,624
574,694
142,911
25301,547
4128,2062
565,1406
5325,4856
107,211
107,211
570,821
633,467
975,169
1960,1979
167,466
2662,1439
3628,982
42,213
21,2
176,111
176,111
1186,1175
391,442
2156,1782
1589,2350
70002,330
93,147
3123,686
163,155
683,277
33147,719
411,544
51,183
69,146
69,146
16,58
2019,2257
905,495
1325,350
531,870
1540,294
525,1527
1115,333
699,604
215,1431
3677,752
13208,11421
24,84
241,133
2171,992
7830,1395
2932,288
33147,719
10922,689
1948,698
7154,855
362,707
375,1323
28750,18645
28750,18645
2331,1853
2331,1853
7151,6338
23,162
7808,4026
1199,1495
7777,6709
270,187
1276,832
1531,541
837,1957
65,335
122,429
505,138
204,387
2075,511
3,39
1350,1011
65,201
860,422
5289,1202
32,410
5289,1202
1101,481
85,72
65,201
20,21
146,371
54,343
604,654
5465,4409
163,509
4437,483
17371,557
19686,2169
239,364
772,1253
468,860
2587,87
505,1136
3089,4004
1166,2490
1311,1835
694,1086
4185,3732
3422,2826
3573,1388
3573,1388
432,121
50,263
4827,4475
8491,585
1290,2065
262,419
29670,7486
2658,1018
3162,2170
1532,541
30,69
14,98
2253,1344
187,70
762,333
7153,855
881,1344
5188,4324
1539,2497
105136,3354
548,1463
28749,18644
540,1131
241,1716
169,289
3199,4493
1250,1216
2959,280
604,1951
218,356
8047,1330
436,739
633,57
1657,4759
2181,519
1413,4058
35,393
555,573
83293,1066
881,1344
4,45
1020,514
82,599
1890,1695
75,307
1635,1057
3810,2610
161,597
834,1337
36,42
28749,18644
1100,708
2364,1920
119,568
51,184
260,64
7,78
27,26
27,26
6697,1775
227,480
12232,4407
2003,566
342,412
319,231
4518,591
28749,18644
21,41
369,981
3722,547
785,540
2085,1515
12067,660
7079,1794
11070,887
3490,1238
1145,1058
1145,1058
1927,210
1884,3811
1884,3811
290,741
3588,1520
186,151
353,513
335,1019
1560,3442
154,121
159,217
1141,1023
1140,576
616,951
2120,2371
1868,1228
584,223
113,373
4,15
33689,1768
2471,2597
546,509
67,152
383,569
134,287
879,1742
702,589
4128,2062
25,55
6,12
6,12
1659,1293
836,849
353,2004
5830,173
140,96
64,118
64,118
183,191
3281,1873
455,1099
983,742
811,487
3316,1194
7150,6337
1656,741
112,274
9732,3759
2084,1515
2084,1515
1427,3355
1966,592
1155,1032
403,1431
5085,3562
5288,1202
6088,5235
4285,2852
3126,4905
569,203
191,395
5288,1202
3135,818
1820,2114
9,23
16959,3447
114981,1504
535,287
831,812
396,474
3,13
500,697
149,673
6610,4191
2547,1302
28748,18644
349,585
975,881
7149,6338
200,584
2037,2003
8027,1328
2324,814
820,759
4814,298
1781,1570
4427,2721
48669,805
2005,1203
1083,811
86,386
4427,2721
75,705
93,120
291,360
291,360
971,824
3580,4968
640,512
34,253
10091,4681
874,1194
173,1078
2425,1151
604,654
11339,653
61,103
504,445
12062,660
16,62
2085,1515
1920,2173
1737,284
1083,811
968,122
46994,1991
42,76
3144,2180
211,1500
220,210
591280,154
34013,4031
4266,2130
2085,1515
3518,910
1356,2849
76,263
1365,990
4207,3215
307,345
159,523
4996,2791
173,109
1815,2447
1970,1156
86,277
220,210
51,81
3135,994
1133,455
160,92
3722,547
640,512
27356,815
11,70
71809,61
576,363
730,619
4582,5005
2993,2697
71809,61
8021,1327
12059,660
1916,947
7779,6708
15641,6174
28748,18644
99,206
38815,1622
5467,4410
2513,1137
1711,1344
5286,1202
28748,18644
2120,2371
1937,1400
1711,1344
1937,1400
105135,3353
16958,3447
358,501
358,501
730,619
2513,1137
384,602
1644,1401
444,696
2020,728
2020,728
35,23
2020,728
4558,4105
333,105
2513,1137
35926,2310
31,38
1928,3030
9341,4112
139,96
1143,454
1167,2489
27761,293
1157,414
16389,4469
2617,499
2020,728
3753,1708
202,353
3099,4004
3099,4004
3134,994
471,333
796,2135
19146,7156
839,254
730,619
840,852
44792,494
3721,547
3099,4004
381,609
296,1359
296,1359
770,769
2513,1137
591271,154
112,637
252,212
864,1698
46990,1990
4415,4979
84,276
46990,1990
1114,60
1921,1171
31361,3365
5671,524
5315,118
17369,557
1292,1560
5188,4324
113,165
4423,2717
4423,2717
2147,597
237,814
90,27
1092,1718
2363,1920
2363,1920
873,570
1455,223
1572,1650
1980,2151
250,1592
1134,4683
192,269
195,365
778,923
40,105
195,388
10744,7755
10744,7755
158,268
273,208
2125,68
145,212
701,777
639,492
325,1545
388,693
26667,580
27,224
424,586
109,119
143,189
604,1949
58,136
58,136
199,282
280,505
251,289
4221,3974
612,1009
1112,1704
188,1264
28748,18643
3021,1383
877,1742
13,290
150,653
3428,4730
43,80
1981,431
3566,5000
3566,5000
1004,997
681,1990
131,82
2,7
1458,707
1077,3714
253,933
95,144
19,123
1981,431
1981,431
481,155
20,25
496,1034
28746,18643
51,408
382,526
28746,18643
682,542
69,232
1948,3552
527,1230
1070,828
6093,4353
969,991
211,1821
2154,1435
313,597
5997,147
1608,585
179,235
1608,585
13326,6636
20,195
298,126
301,4996
301,4996
710,266
49,305
265,851
2294,1282
57,439
187,206
1388,2424
5,67
95,148
131,809
192,918
192,918
28746,18643
31,150
1409,5000
193,122
26,218
221,329
679,357
517,673
1261,692
156,1087
78,1486
82,347
2145,619
215987,1408
249,543
9474,127
1016,1219
177,239
177,239
2362,905
28,191
239,364
616,1088
1981,314
219,1792
562,814
315,192
242,858
29,100
29,100
596,1843
866,798
549,469
767,949
889,1537
53,52
7283,7883
38,166
5216,960
3880,824
536,460
256,1008
3669,4456
3669,4456
187,70
286,1996
9472,127
335,1017
2858,1015
821,2211
3219,881
53,36
10957,359
1019,117
249592,954
27151,2824
437,413
29808,3584
27151,2824
259,484
492,77
101,519
34,36
328,1051
27,74
1329,1071
307,883
20,341
1010,1299
1460,510
76,159
31,330
31,150
31,150
911,1738
135,884
1289,2065
1437,4657
1289,2065
425,814
1316,499
321,306
30,27
1608,582
7063,2025
7063,2025
1153,1031
1289,2065
1538,2542
16659,14921
1220,1154
1968,1653
291,662
10541,1338
217,153
58,123
1643,1257
48,81
48,81
1166,280
3569,1156
29804,11517
353,513
284,999
7955,892
313,313
1097,1828
779,167
266,87
531,292
13326,6636
4646,2533
74,287
17746,1643
17746,1643
1246,174
3,9
75,179
1212,1883
243,43
1202,669
829,2313
1355,1259
48,81
1313,1243
391,912
28743,18642
237,399
64,336
576,2377
19,11
1910,472
958,1102
209745,313
447,71
67,341
43,95
1145,4999
1727,263
258,1028
159,132
59183,23625
630,798
288,461
215951,1408
1078,1708
1078,1708
1078,1708
175,323
9463,128
20,26
14101,1499
8016,1571
831,812
1613,4981
63,278
646,1964
56,108
117,65
1118,624
520,1843
36,95
562,248
606,217
19,33
2424,4430
493,69
823,1386
1440,409
2589618,370
117,158
28743,18642
1634,693
6,46
1043,1191
71,461
1897,794
863,754
863,754
3840,2860
5188,4325
199049,193
3409,379
7886,1653
400,2547
48976,1216
210,190
111,208
4361,697
255,1631
255,1631
515,268
94187,3603
513,340
5334,2961
4101,559
3304,2379
2087,1500
1773,2849
809,398
328,515
6378,2432
448,1247
34,92
5713,693
559,839
6295,6253
4127,2062
481,679
68,83
85,47
6331,457
945,690
120,652
66,45
133,297
441,569
441,569
315,53
353,514
881,908
4007,1162
246,227
1153,1031
3392,575
12123,2900
3148,646
371,602
126,110
47,309
39,79
945,690
210,493
833,420
269,1378
269,1378
852,2156
48,108
4576,1250
2004,731
2429,3906
1743,2371
246,792
52,53
390,601
152,193
4127,2390
14131,14564
16,28
242912,212
595,227
2665,1440
2665,1440
42,214
42,214
21,2
21,2
13722,2066
750,649
1032,1190
1875,3256
190612,1616
220,210
1078,1718
1091,417
3182,288
6,12
33124,719
33124,719
8,7
5222,2670
16008,578
6,12
6,31
860,2990
149,792
1246,2210
6993,3816
53,208
198,74
5188,4325
1321,348
2257,2569
243,820
607,1661
13170,6114
4221,3974
73,105
1178,918
78,221
66,114
1901,1303
6,12
536,868
2552,274
33124,719
56,17
3840,2860
4712,800
3641,1125
3,59
195,1964
2463,412
850,448
2925,288
4600,410
4598,683
6143,395
625,341
33121,719
4315,2300
892,221
37,351
4278,2852
15181,1141
1991,2000
3105,1315
983,250
131,381
171,412
69993,336
773,542
815,924
260,69
191,391
60,109
7956,893
4623,480
157,446
127,542
3269,890
1319,1530
3845,747
9,73
29,76
17042,5279
3891,826
153,295
11062,3739
2688,1601
391,733
987,561
987,561
101,102
628,1087
13721,2066
7805,4026
353,513
383,624
17968,3314
7779,6710
2636,3686
1325,348
623,729
65,335
2490,419
1417,996
309726,1591
3754,2885
1132,4682
1928,3030
335,266
3754,2885
1228,983
317,962
154,247
341,171
320,536
320,536
96,327
1910,472
8656,857
1847,239
91,522
224,104
249,1440
288,1067
4593,3806
19685,2170
88,200
100,669
825,298
1091,1182
1583,523
1532,543
8405,5044
267,1
16360,4245
1302,1064
1302,1064
2617,777
53,357
5322,4855
99,162
1608,552
1120,2469
511,569
58,373
784,503
604,242
10398,5157
5215,960
1019,117
58,188
3448,1463
641,1018
5551,2678
4940,812
48778,8776
1305,175
30,60
4,28
5713,691
4997,885
266,694
3402,720
47,192
1381,2713
4060,303
905,2386
546,928
5188,4324
38802,1620
187,70
592,569
592,569
1040,404
28738,18643
4476,4990
3445,2841
13719,2066
281,276
21,205
578,558
341,379
4624,13
2257,2569
755,300
86,162
567,561
2916,249
31,47
274,301
51,96
1153,1031
125,225
2705,5002
1290,1560
3289,2954
4342,658
721,399
1783,3291
6608,4192
16926,1327
595,226
7630,3398
3808,2611
1469,4052
3146,646
4067,2258
125,246
831,812
7779,6710
394,768
2247,682
2247,682
49,59
206,399
120,430
1454,536
293,434
3517,910
3517,910
73,197
49,62
10153,1958
1920,1509
3040,276
1099,1198
3285,919
19,102
43,230
3709,565
2438,3215
125,225
43,165
317,1447
59181,23627
2889,1507
1944,1082
1289,1560
1289,1560
1289,1560
1289,1560
1289,1560
1289,1560
1289,1560
89,414
643,2413
4664,527
344,1236
397,573
322,336
115097,3189
3,16
649,954
92,329
261,143
13716,2066
2338,2727
2388,2788
8956,3066
569,3039
384,427
100,142
16817,6272
1928,3029
1928,3029
301,141
855,735
5,26
5,26
952,1905
1266,139
1585,1131
1757,657
178935,251
1083,810
1681,618
2027,441
1952,5001
119,166
1072,1038
581,325
1491,2710
3856,1300
574,565
12025,657
2381,2261
2424,746
9,29
1644,2140
12025,657
403,1431
1075,1072
113,226
9097,818
1469,4052
3352,1670
154,387
1471,1227
7147,6339
485,367
1342,520
5874,1426
4051,2192
4051,2192
313,539
13195,11419
75471,1005
1276,572
384,253
759,502
281,912
139,101
5921,2971
135,775
1459,834
53,79
244,43
4126,2061
1951,5001
1207,782
47,59
266,391
7779,6710
530,357
28176,15292
4249,3441
1482,2775
7831,7840
8826,5520
78,88
15976,1056
14668,9491
44,308
861,1669
3211,918
5688,1410
269,167
269,167
1261,373
1125,5001
250,1590
819,967
4001,1641
1312,962
5589,2463
10165,958
17363,558
799,532
8610,3835
425,813
97,106
56,167
5189,4324
61,74
2102,773
2900,841
175,508
619,349
317,115
8367,2677
5712,691
1164,723
619,349
1342,520
2483,1410
1810,1073
324,356
16925,1327
175,508
3400,4745
1227,3764
17713,108
153,248
4067,2258
291,375
448,1247
448,1247
2637,2691
443,435
3400,4745
3100,884
10154,1958
838,571
33152,17721
650,1002
141,133
729,185
69,91
768,472
1470,1994
11067,887
2259,1673
33664,1767
10484,1339
9340,1105
101250,12462
361,751
1254,1119
289,358
2477,529
625,2710
2477,529
625,2710
113,848
41,650
2103,1196
625,2710
11997,2413
1301,1064
4266,1625
366,133
366,133
138,586
299,390
1234,1661
376,843
6607,4191
376,843
317,291
143,187
63,69
484,528
114965,1504
9096,818
834,1950
109,32
1485,1370
2650,1894
2616,776
1181,419
2311,706
2001,565
1829,929
2713,3395
2616,776
280,505
780,1396
465,683
4410,539
543,546
543,546
86,384
3504,3513
3504,3513
253,549
555,708
827,912
1980,3205
10077,4602
474,526
39,114
2807,701
10,40
428,278
624,1150
2019,1662
219,258
5648,1543
28742,18643
10156,1958
22741,15848
575,660
20,40
2679,1113
127,251
16651,14919
16651,14919
888,626
24,104
719,591
25,164
1928,3029
401,340
727,629
240,468
240,468
101,35
28740,18643
271,1262
671,1575
118,230
86,136
4057,3940
149,333
2,10
3021,1384
3021,1384
494,1504
9275,394
1797,88
21,294
2176,754
249,451
249,451
423,419
5216,2670
9,41
876,1742
55,43
55,43
46,175
1302,662
6013,4400
2338,2411
1,40
11,164
623,729
1785,578
3,38
124,910
623,729
607,2990
1317,195
516,555
118,146
2675,1103
2098,2902
2098,2902
2025,2000
28740,18643
62510,1450
2111,268
242,1017
242,1017
868,563
185,43
5413,2370
440,851
440,851
1482,2774
619,1176
3137,994
862,932
862,932
426,593
327,824
451,734
46,378
352,512
4663,527
63,122
1339,3899
3408,379
60,1
2473,931
208,473
2761,10
2761,10
106604,8755
810,804
538,754
132,54
473,356
352,512
6,8
1469,1994
2991,1235
68,254
1404,1849
54,171
54,171
28742,18643
39,22
158,578
20,37
2953,280
219,211
108,217
50,46
22,41
994,654
235,1130
12817,2672
474,1553
4617,4912
721,552
260,248
260,248
111,106
3431,870
86,176
237,367
164,190
1468,1406
132,470
345,1013
345,1013
452,1368
22,123
2268,1896
264,139
2849,1015
10943,357
66,291
66,291
428,1880
27349,812
200,405
439,849
1149,2466
2850,3510
5411,2370
579,467
385,660
40,69
492,1627
4226,439
880,1343
351,512
251,488
2130,2047
542,544
542,544
374,399
7779,6709
403,669
351,512
916,423
16053,11370
7,78
28741,18643
886,2265
63,165
699,822
699,822
2631,2982
6342,937
356,1424
356,1424
216,261
386,692
95,246
601,652
82,46
645,228
13442,938
192743,1259
356,1424
2589,1808
269,1367
46,29
9461,1616
3409,379
275,292
40,110
13442,938
285,41
52,282
160,82
160,82
1969,3904
11,49
1169,2492
599,960
117,343
438,1014
95,854
86,1457
8482,7686
103,228
7779,6709
274,308
274,308
90,224
1455,317
26,407
145,389
1038,874
4524,5002
4524,5002
93,147
781,348
781,348
4148,1348
2451,1649
62,140
133,294
707,579
707,579
195,280
657,2082
222,477
6,47
278,589
1304,348
4,15
2716,3394
1082,810
3470,4152
425,619
591128,154
2147,597
28742,18643
2212,332
52719,893
403,1431
2036,732
127,533
833,812
1168,2492
52,282
345,283
591122,154
13095,13894
9096,818
32,134
28742,18643
291,375
4616,4912
4616,4912
4616,4912
193,125
1814,1684
750,197
4711,4977
618,1176
2661,4866
79,131
2083,1515
12015,656
1020,2238
528,318
612,1016
2450,379
1267,4454
136,243
16,19
16,19
1300,1064
688,380
1454,906
654,748
654,748
11061,3736
28741,18643
3430,525
15,37
1650,1144
707,1549
3297,495
3297,495
4949,2374
113,226
113,226
126,298
152,688
296,1366
103,300
103,300
67,74
2641,1662
1061,2154
21,139
89,248
577,846
577,846
2641,2919
28740,18643
290,501
557,4998
393,782
393,782
34,142
216,2
210,602
210,602
561,170
53,550
10984,31
20,188
188,873
28740,18643
28740,18643
381,652
1398,1574
2472,931
3154,4543
68,637
68,637
68,637
28739,18643
581,1342
5433,4171
370,88
132,427
81,632
227,979
227,979
2923,2495
405,925
2969,1621
473,1551
135,208
35,49
4490,467
4490,467
461,418
219,365
577,1395
49,305
577,1395
253,258
28739,18643
350,512
577,1395
524,587
577,1395
332,1643
332,1643
28738,18644
454,1241
1095,815
3095,2890
773,540
1037,504
61,159
10347,5282
10175,3571
2338,2410
3406,379
28737,18644
1240,2311
50,90
491,2020
17,45
117,323
553,295
885,524
2756,10
2756,10
7833,7840
59,34
74,79
28737,18644
1723,1787
350,512
289,286
29768,8296
89,150
37,119
255,458
1307,458
1875,585
1178,916
2029,1934
12,37
3244,1595
3244,1595
49,231
2692,3090
1065,4992
8825,5520
885,524
6519,1918
21,47
3835,4000
350,512
59,465
61,147
359,1419
3382,575
10,23
1411,1303
2800,849
518,1378
9401,127
347,505
347,505
224,371
527,318
78,631
10,52
347,193
2,29
835,288
300,587
570,463
42,101
141,103
12408,10995
374,399
3009,392
11731,650
22339,3171
1350,340
431,437
1051,1407
164,301
1481,1465
1481,1465
9,148
1275,582
28735,18644
403,1249
425,814
1,164
238,375
40,179
87,136
15271,6187
2,99
932,992
350,512
609,1539
12372,1786
2397,4964
6,20
350,512
388,1063
34,183
2078,3549
2582,2880
10272,9902
295,491
542,1969
32,171
26924,2241
1468,313
453,1129
7438,3620
7438,3620
5,77
726,628
29,212
7778,6709
160,317
1260,904
177,597
2098,2903
3414,1136
193,180
222,1179
62469,1450
72,95
2000,751
1083,296
564,2428
4206,4305
11,12
30,82
112,357
5043,2970
397,648
75,501
2527,446
38,185
136,105
136,105
3406,379
1746,2567
34,126
97,428
1,27
1407,169
4980,712
355,1569
20,139
20,139
10143,1957
6,57
509,575
30,109
283,671
99,162
398,2548
283,671
480,2229
283,671
7146,6338
283,671
283,671
127,159
410,433
410,433
891,1079
4303,1046
331,801
21,67
446,793
262,177
49,156
4608,4913
28735,18643
4,112
1382,1423
506,2364
104,206
366,1117
2627,513
5369,5062
5369,5062
28322,1735
808,1384
422,1031
2618,454
3882,3803
9639,1376
8824,5520
565,680
10140,1957
1155,414
10140,1957
173,494
90,509
2666,1899
287,626
10140,1957
1288,1560
28734,18643
10140,1957
11746,5160
11746,5160
697,176
311,311
66,109
10629,3745
2336,2410
88,200
7853,5543
89,149
522,1274
925,474
925,474
111,137
936,85
1265,4430
17352,558
43,80
143,247
2202,2708
569,326
4502,2811
499,773
628,521
915,423
5,2
240,133
33649,1777
1621,856
832,812
10132,1957
1909,685
10132,1957
10132,1957
868,744
143,251
850,138
428,278
428,278
78,631
915,423
17,41
228,44
1014,473
1474,726
8,64
15,5
1011,1843
328,324
12,49
259,301
33849,851
4507,2471
4507,2471
908,612
90,47
2361,1919
40,90
306,289
306,289
66,135
3066,2751
258,185
1718,1575
1601,1290
1601,1290
1601,1290
1601,1290
886,524
433,5001
108,119
123,188
49,203
49,203
190,351
170,273
1202,963
874,399
232,749
55,110
112,163
189,398
1334,952
903,1886
903,1886
125,648
28734,18642
290,123
859,3456
1328,140
79,142
159,993
159,993
570,336
294,213
224,616
796,3739
3,5
27,388
200,278
29766,8296
80,116
909,996
44,67
356,1148
80,116
145,579
114,1234
114,1234
231,43
7,119
137,870
4947,2378
145,592
313,706
395,1460
426,3236
56,319
18228,1709
9,90
9,90
179,456
303,616
9352,3428
460,483
5267,441
651,1390
1271,3376
646,2136
3,7
325,856
43,322
332,435
10835,8944
10835,8944
2546,4018
32055,9616
32055,9616
43,322
145,297
5204,2669
606,749
28734,18642
4,136
370,1018
12297,2099
46,262
228,327
93,598
2935,2057
2935,2057
126,298
727,2600
141,301
306,289
283,1518
12,223
1877,3807
1877,3807
181,180
29,254
47,171
455,562
5200,959
96,677
625,342
90,231
314,803
3852,5001
958,656
471,923
26,161
878,376
23,62
133,51
1350,1754
44,86
15,106
117,25
978,225
335,1017
4981,879
303,616
1375,917
160,185
9328,2553
13307,6635
5,4
78,316
220,96
26,36
423,1151
408,546
993,579
1025,1904
21,36
116,146
299,198
114,145
76,263
193,117
112,675
1459,509
16,51
509,1292
314,356
18113,1483
606,194
167,824
3233,3061
41,369
294,281
3351,3456
11392,541
151,80
3034,1754
11,55
1436,2622
4069,1571
383,301
2518,206
2518,206
2518,206
1313,2023
21,99
474,588
21,99
1961,2724
2539,3041
1823,1388
1823,1388
283,438
33244,1481
934,1225
23,12
440,199
440,199
22,168
1372,1682
379,788
350,512
1952,2112
350,512
152,200
1311,195
134,366
170,271
1903,1120
133,208
295,303
1112,845
174,316
193,361
5868,6375
152,558
819,1752
843,359
818,1384
397,648
819,1752
843,359
366,595
386,544
54,257
54,257
252,282
667,684
1152,1095
219,770
188,358
3,24
759,194
53,429
581,468
171,230
72,836
66,79
30,135
154,160
28734,18643
2464,487
43,431
151,381
1696,4971
916,462
713,1972
70850,3120
55,303
14172,14250
19,44
113,201
3936,5001
1585,891
242,784
506,444
723,867
12398,12763
12398,12763
158,596
9513,2520
531,144
1294,253
6441,86
100,149
1376,626
28734,18643
210,602
210,602
2331,2530
3094,1363
106,449
2014,2955
172,208
661,412
1583,932
1655,1021
445,197
907,1413
1828,926
9373,127
1147,1026
852,781
64,58
37,300
417,165
3067,2751
3273,526
221,976
3135,647
119,628
397,2548
221,976
2615,776
6335,1239
29,9
397,2548
107617,40124
1590,1225
267,97
1022,611
361,1626
825,1041
163,579
2308,978
20027,10912
176,489
176,489
669,629
15729,7887
252,1589
2216,731
3319,1194
1385,1265
291,690
243,230
3877,346
21,49
5900,1067
915,423
36,243
236,814
570,336
7819,1395
907,1881
22,380
1022,611
3597,1104
349,512
347,193
311,435
8366,857
39,117
236323,456
428,679
325,1037
3535,599
1007,554
2183,670
603,744
603,744
861,1013
878,696
546,320
886,524
664,297
8825,5520
365,591
6429,278
496,2485
142,6
142,6
16,29
26,211
3069,4275
3586,1072
7888,1651
38,49
3034,1753
1472,2701
1472,2701
400,306
1472,2701
26,53
4094,559
5,31
273,628
70,109
1622,1532
12,357
142,139
1305,630
1022,611
374,227
1305,630
18094,367
694,1245
342,990
69967,336
730,531
116,252
12,335
806,288
806,288
2273,1784
240,363
32057,9616
256,157
638,1323
195,355
7719,7186
2296,435
7673,5500
78,451
1412,1303
503,318
217,497
1806,1862
1806,1862
10172,3567
9371,126
10172,3567
64,114
9635,862
240,161
29651,7485
144,365
249572,954
6711,1716
832,998
534,2628
46532,588
1294,348
641,2171
28735,18643
24,547
29,230
10,97
510,330
1575,1131
94,290
39,250
1152,2083
832,811
4571,1246
657,682
1637,83
4519,587
2997,2010
100,99
3623,986
440,1274
936,809
3992,1998
1595,955
1246,2209
611,604
976,3366
1181,419
1022,611
362,371
1407,1589
861,1013
62,546
102,126
102,126
91,508
578,1190
233,127
231,198
109,121
1133,571
11,34
3135,3271
400,532
82,45
25,171
73,351
612,1015
6019,595
7,41
27138,2824
4658,527
4,111
4207,4304
64,1040
64,1040
281,1516
281,1516
394,631
13303,6634
4042,4606
1581,1955
301,21
8,142
1238,629
2887,1507
233,666
1246,2209
1246,2209
34,128
357,1312
1770,996
63,69
368,1479
2256,2243
4975,117
311,368
2775,2824
129,389
8455,2137
8455,2137
59,78
62,175
62,175
62,175
345,96
177,384
3874,346
407,265
372,164
5862,6369
22,53
95,371
4498,942
786,175
1064,318
27538,4133
27538,4133
1531,543
1932,1180
1864,2384
268,795
17925,1359
522,1773
894,1150
1152,2083
1152,2083
290,759
5,9
1896,4686
290,759
219,1779
4612,4908
2074,4637
5743,6212
240,1159
33258,843
7453,5107
1441,1224
1531,543
1441,1224
690,1827
690,1827
1412,1303
442,696
96,87
974,588
1743,134
7782,6710
63,152
1164,272
2955,1021
1148,1027
46528,588
144,332
163,1660
190,577
713,531
114520,23281
2524,3189
2032,2489
11983,656
35,35
903,350
119,5
291,662
241,967
212,985
842,344
470,357
14516,3853
194,387
866,713
7050,1897
600,1436
572,1070
502,390
1096,769
16,44
44,662
6074,899
340,141
6074,899
462,689
