Seguidores,Seguidos
7890,1739
33046,1306
122313,1468
14846,11636
597,863
1200,1075
1084,818
609,402
286,522
777,1000
140,416
79,119
1849,1341
156,405
38,115
4315,2852
6805,991
120,268
513,59
4948,5106
1783,2365
10916,3950
498,437
328,204
2565,1065
2565,3429
11504,1161
130,202
206,510
224,151
185,195
79,244
10171,1966
848,557
205,217
2002,1166
12483,12214
916,423
6551,5196
52,86
937,1240
258,324
2343,1830
165,503
2343,1830
10,29
12381,1054
1711,4614
3945,2847
2354,2470
127,210
127,210
47178,1992
127,210
228,44
228,44
254,207
366,2078
1268,601
1367,5000
3829,370
217,500
46,224
1195,1164
372,347
2550,2876
1534,3351
1037,960
163,312
501,222
2757,718
355,1422
365,379
851,1400
1921,3030
29,218
467,942
28786,18644
39,18
111,177
298,198
1091,2469
22,308
7253,982
205,335
7253,982
205,335
163,170
123,440
1168,1665
168,635
168,635
2029,753
50,68
535,997
105,514
46101,24566
2242,3052
370,756
44,218
1119,1209
82,142
186,360
19763,828
62,308
91,284
519,675
69,166
69,166
86,207
146,245
8,48
4965,2369
410,1909
46103,24566
295,604
19,192
144,426
144,426
1029,1008
837,854
355,713
24,102
356,251
5883,6400
5883,6400
2636,574
3477,325
5883,6400
5883,6400
5883,6400
788,268
5883,6400
788,268
5883,6400
5883,6400
5883,6400
46,189
219,587
2977,1023
13,47
278,336
278,336
494,1674
33,391
3202,2402
237,2086
152,131
4460,5001
2053,3942
506,730
8189,754
561,907
36838,2582
101,1605
2053,3942
633,764
4460,5001
2053,3942
103,547
2435,3535
5743,820
857,143
8198,1482
1382,1264
37,129
756,478
3334,1192
86,440
86,440
107,413
724,173
11477,3041
161,452
58,486
1048,758
1981,1288
6473,801
28782,18644
229,947
1009,2004
827,877
197,199
129,92
109,195
3368,4913
22,17
914,303
1365,3525
220,1812
574,671
118,24
4602,1254
51,207
100,520
34,89
100,520
100,520
32,226
745,535
13,94
503,255
42,156
831,1769
18,92
58054,208
4426,1659
529,1079
6203,384
279,70
3832,238
7,198
84,603
10138,9544
4732,4790
1878,4490
114,375
4732,4790
12328,4731
349,550
349,550
831,1769
846,360
344,97
117,509
4162,2990
657,2483
13,121
657,2483
924,1175
163,180
4851,298
141,218
1053,350
174,941
354,934
102,110
360,598
121,468
449,799
166,601
539,3485
718,252
2083,5001
229,620
381,643
446,756
137,113
91,112
537,106
62,71
1166,1933
137,113
137,113
137,113
576,1397
137,113
137,113
137,113
39,181
37,425
1591,1673
174,237
137,113
80,331
137,113
952,253
2207,2750
132,331
438,573
3211,4499
3211,4499
10537,713
499,1560
446,756
3779,3356
75,548
135640,6764
446,756
137,112
1382,450
1797,834
294,255
249,309
137,112
261,185
4074,4079
11,37
693,514
4994,482
1711,4613
975,556
205,295
1405,1294
980,189
2237,2085
31,78
31,78
31,78
362,515
13665,940
529,1984
529,1984
1425,2637
2403,1427
3,20
712,689
117,298
6017,940
483,725
1167,415
126,379
839,290
839,290
544,1049
96,564
3321,1496
687,686
175,593
440,252
104,231
16075,11388
917,951
138770,81896
2361,4855
138770,81896
1512,4311
227,143
2723,3422
147,424
409,1030
237,331
54,188
37322,1110
2356,2534
2241,3052
409,1030
395,1214
2031,717
1061,2527
22,576
357,967
184,239
117,239
117,239
4589,138
1894,1555
409,403
1593,1226
12769,580
136,374
294,357
166,601
449,235
2500,946
294,691
319,200
345,235
4640,5105
1361,357
1208,2125
292,599
188,295
222,358
25,112
156,91
304,181
268,188
1056,295
660,483
673,893
627,1088
133,91
17992,3306
154,212
882,618
14639,1876
242,1004
17,131
335,266
573,1001
7225,707
7867,2519
356,425
299,270
3108,366
3911,3290
58051,208
10154,131
12,30
2931,1237
385,612
254,2873
36,105
32,256
56,98
833,923
22065,422
28,45
212,660
507,654
1183,718
1183,718
1192,1355
352,471
2978,1023
1666,864
28784,18643
181,201
6008,4424
7,23
3939,1155
414,636
414,636
1824,2106
150,324
13375,4608
2243,713
1815,1290
1087,1052
585,940
2748,969
16696,14961
10166,1963
2492,5002
680,264
1181,1067
281,193
10,276
3171,647
62,114
269,756
3382,797
351,315
114,306
973,1302
2251,3653
145,423
2961,75
3290,2961
245,215
58049,208
9751,3761
2628,2500
1439,763
2556,209
134,2520
1463,914
2556,209
22041,4169
1815,1290
305,186
8858,5541
3,28
137,1067
10166,1963
8713,595
2556,209
137,1067
137,1067
174,88
3695,264
10163,1963
1833,535
307,281
241,282
38861,1622
38861,1622
7954,869
2595,492
150,1184
9110,1420
7904,6822
215,540
246,722
17066,5396
57,396
3539,689
146,250
577,1831
1104,452
11782,651
513,253
4993,481
17,202
232,304
48,29
252,41
430,1452
83,294
131046,55410
258,258
39,22
2525,1136
949,3855
3396,583
533,1142
468,470
94,314
815,565
1238,629
1104,452
3172,273
59,165
38861,1622
154,204
1495,2098
3269,519
180,504
842,997
2285,2660
16942,1303
1495,2098
1495,2098
29819,3584
7224,707
2352,879
3419,379
2352,879
10,92
77,362
542,867
542,867
1331,1199
515,552
1365,3525
1404,1058
1336,1488
681,391
47,690
3051,329
681,391
249663,960
896,221
681,391
280,355
5691,670
1879,1012
3439,1764
3027,3649
131,676
144,328
6918,5011
420,1339
362,515
144,328
105364,3385
7251,1137
1535,542
297,1191
5,55
645,754
123,675
645,754
37,172
16716,417
68,145
73,67
898,1884
434,344
1897,794
493,233
17820,1644
330,2639
939,196
302,559
1836,299
329,372
7879,5556
11,188
834,581
12738,11132
73,67
1244,3704
12808,2800
122273,5894
58044,208
916,951
329,372
2346,376
1021,847
866,164
542,336
18,225
3814,4230
108,208
13,128
2,27
513,303
21,75
288,174
288,174
3522,1159
964,911
195,96
764,679
290,625
985,565
1118,745
3681,1889
326,307
4,62
232,547
116,354
45648,3727
142,302
248,44
854,1435
68,415
273,1205
27,259
68,415
695,2644
941,991
82,74
5324,2670
879,296
458,210
191,357
1275,955
295,391
37,92
66,46
967,1554
644,603
1922,3030
248,44
55,297
879,296
1007,517
3208,1692
10023,242
3,35
283,314
136823,911
323,397
21202,2412
49,96
8195,1482
2270,1346
3623,785
726,592
11034,367
183,191
283,273
187,438
39,160
65,171
7175,6343
100,257
2168,1436
2168,1436
1913,473
7,50
1187,507
634,392
64,966
10837,8950
406,493
10837,8950
3682,752
3001,461
8195,1482
24007,42
19777,5726
19777,5726
29743,8320
5588,345
405,1715
505,1007
2989,2566
19776,5726
1855,359
38,95
68,337
1339,140
139,215
3062,2751
23,30
2065,4157
819,2036
2022,2962
3456,4436
10836,8950
12809,2800
1418,252
72,330
27,151
112,766
112,766
1484,3448
1024,284
364,201
364,201
177,499
5834,173
52,28
21,165
2931,1237
838,249
220,545
4682,542
1665,1309
321,263
148,337
3287,80
28780,18643
539,270
723,546
2673,910
3936,1155
112,737
2219,1047
24,166
1244,3703
17423,557
2168,378
6,31
94,72
94,72
94,72
19693,2171
94,72
6,31
6,31
296,1094
9376,7561
221,209
57,155
89,92
647,917
456,325
78,127
237,1396
878,116
140654,3401
4823,387
242,1721
128,656
957,1033
284,95
282,1398
282,1398
2931,1237
1551,1861
656,517
2168,1436
1716,1348
635,341
1716,1348
202,2298
3923,1386
22,104
324,450
789,349
7497,734
134,201
7887,1733
11455,4503
837,878
7887,1733
1328,1633
7887,1733
7887,1733
4240,445
108,428
350,115
101,203
1191,1354
540,739
1166,415
710,843
269,322
73,515
1,9
72,25
60,70
1010,438
76,133
93923,2802
2529,1009
2179,851
4495,394
2529,1009
5265,964
5265,964
945,754
528,1563
806,1985
1347,1162
251,957
328,716
708,353
3448,746
187,824
3162,647
2071,989
2071,989
29819,3585
3771,1375
10370,552
1635,1748
159,490
4,61
758,753
2271,1346
1852,1599
43957,57
262,301
262,301
373,984
262,301
15,90
2835,1941
2709,4147
135,965
1622,1424
605,1972
2005,981
658,1263
306,375
6093,5247
6093,5247
63,300
1361,1353
316,592
777,289
9566,2533
1841,1507
2136,692
3522,913
33940,851
2269,1435
833,722
97,107
1670,2970
2218,1047
792,935
135,113
3459,873
405,1715
1461,500
141,302
262,585
373,401
780,821
9,250
1605,3705
493,234
185,839
28781,18643
349,1072
37,62
174,209
2025,1284
21,94
5187,2072
391,263
17,45
1201,973
4269,3213
155,184
13772,2248
134,57
125,221
2359,2377
185,435
811,747
2005,980
7327,1049
1891,747
148,337
671,755
1065,432
782,220
1592,1226
1592,1226
671,755
1592,1226
1592,1226
364,439
103,222
1081,818
358,332
2049,989
12,51
713,1932
232,523
48,305
12161,667
1546,2505
12891,3968
13,56
444,1076
77,594
6,95
1150,1026
5,36
270,898
1416,343
1416,343
1416,343
1416,343
466,1278
358,332
271,144
5430,3042
492,794
9135,10053
33046,1305
2268,1346
967,2642
494,77
955,419
7497,734
1081,818
10642,7012
70,114
379,612
20250,439
295,391
216,210
1251,1528
2432,870
339,762
1370,779
34058,4030
2704,4999
3208,1692
436,538
54,295
386,611
1723,1619
58034,208
3492,2544
3492,2544
991,417
1049,920
281,1346
10663,3567
10663,3567
108,252
728,653
385,287
281,1346
4939,2493
4939,2493
3119,1372
13949,5592
259,583
283,273
1001,884
527,1492
630,67
1341,1527
1533,542
7497,734
77,149
589,435
5110,3564
140657,3401
967,1546
3208,1692
167,270
322,397
2525,1009
2525,1009
2268,1346
1938,1153
152,6
11608,933
140657,3401
105359,3385
8706,3527
8706,3527
304,315
2423,4542
488,722
789,349
647,515
360,328
2390,2802
708,353
954,439
3550,1719
82,724
9258,2460
60,63
4527,4787
515,636
32,213
965,1545
965,1545
34055,4030
1027,1449
1112,1708
9400,1122
185,435
10160,1963
4,56
10387,5174
281,1345
223,654
181,429
7885,1712
2268,1346
15094,2004
3207,1692
3207,1692
7497,734
2268,1346
14,38
826,1569
9583,1270
826,1569
9400,1122
21192,2412
14427,837
30,90
1244,3702
8706,3527
2030,732
294,279
1937,1151
17421,557
357,337
15094,2004
909,932
33824,1772
1165,415
2580,672
45647,3727
3444,273
4927,3164
28780,18643
634,159
5939,1562
19521,293
7497,734
1927,998
17,157
62,113
298,198
4,56
296,485
134,57
2826,1620
789,349
208,281
181,352
1055,3198
751,3256
5852,770
751,3256
2749,2934
264,659
157,331
627,399
627,399
14502,1217
721,954
591,804
2751,2908
37495,10191
2351,879
101,297
2592,492
2592,492
10,144
10,144
696,109
6164,3249
696,109
173,1058
13338,1053
45646,3727
9689,7000
7496,734
3443,273
677,192
454,462
3039,1073
29,184
716,1152
879,296
3300,1597
248,43
1190,1350
1190,1350
390,1297
996,1091
185,435
292,214
53,6
84,733
3207,1692
5314,1202
2267,1346
140661,3401
866,873
25,88
823,812
15179,344
10,87
957,659
7899,6820
19280,1140
2059,406
106,197
269,302
607,382
8707,3527
631,447
54,288
54,288
1008,892
44,270
708,353
708,353
114,286
478,915
3471,965
987,896
432,454
554,632
1531,541
7174,6342
1531,541
62,137
248,43
58032,208
197,437
782,220
186,471
1156,1176
3207,1692
460,239
16958,1330
4,53
401,1432
3207,1692
2149,376
54,288
9399,1122
1139,166
2592,492
507,2288
507,2288
1296,737
507,2288
198,750
1296,737
3207,1692
1296,737
507,2288
507,2288
110,92
34053,4030
248,43
113,245
58032,208
26066,2376
58032,208
1527,842
2371,372
232,527
373,146
2267,1346
203,358
9003,2924
1948,1095
248,43
405,383
405,383
253,1083
1471,465
2265,1346
8707,3527
232,527
8707,3527
906,2035
3444,741
8707,3527
11895,5909
350,621
619,231
469,778
314,433
3444,273
64,106
496,446
994,655
15076,7212
994,655
82,717
966,1544
58031,208
1102,3642
628,711
1208,216
314,433
9003,2924
7884,1708
1001,884
1164,415
247,43
247,43
7884,1708
1938,1149
1546,2505
53,285
708,353
34053,4030
226,985
90,377
2265,1346
965,192
1531,541
47168,2906
247,43
1524,1897
185,433
570,193
135,154
306,374
728,652
16981,3446
19827,971
434,347
373,141
53,285
1952,5002
1531,541
386,201
226,985
247,43
2265,1346
5263,964
2542,4040
133,208
957,659
247,43
15379,2683
185,433
364,417
745,2258
18,393
1384,324
2265,1346
501,1075
1948,1095
16981,3446
2560,3429
7539,1353
4704,692
40,180
292,661
3444,273
226,985
284,247
185,433
94157,3601
432,454
1150,1026
1302,1070
77,146
15179,344
3120,1372
848,556
97,107
97,107
1156,634
1369,1741
94,300
966,1544
1018,912
3128,545
3128,545
7531,842
4,57
107,337
1607,1956
572,311
5976,873
247,43
866,1698
219,420
694,710
1644,1556
292,661
848,556
130,130
12486,2204
518,193
1367,1356
1367,1356
866,872
535,980
3119,1371
404,477
361,598
121,169
37010,6736
1922,3847
122298,1466
866,872
450,303
114,286
518,193
1661,1413
234,201
577,372
20488,4184
450,303
782,220
27,26
75,356
1412,991
53,274
107,498
2241,1267
693,2638
3062,2751
2262,1346
2262,1346
59,124
3594,1575
3207,1692
234,201
75,133
674,780
1495,2095
59187,23624
2591,492
2303,584
505,792
186,430
186,430
186,430
217,400
217,400
1968,2327
1190,1349
7539,1352
331,572
1190,1349
38851,1622
496,782
1636,2165
10157,1960
10157,1960
1354,357
610,402
11895,5907
3462,965
1938,1146
7284,7885
1291,1564
1291,1564
1291,1564
1291,1564
1291,1564
58027,208
381,80
1938,1146
476,373
1415,1009
1354,357
449,235
1593,1226
3462,965
2338,1830
102,158
126,84
2262,1346
320,807
195,390
278,561
916,423
3207,1692
2262,1346
9396,1120
9396,1120
41,64
793,396
16696,14960
168,376
1718,4960
719,974
108,603
280,1580
916,423
4640,5105
4640,5105
154,119
7,19
76,559
152,232
70,99
70,99
1300,253
1838,1750
626,708
5787,2911
362,319
1120,1209
761,138
643,1016
6,103
3714,275
822,603
958,4172
8,71
76,239
1805,882
1805,882
9,36
91,269
58,116
386,2532
28779,18644
449,1315
118,269
78548,19890
352,560
605,598
10098,4533
3568,4999
924,1502
321,1076
379,1664
788,459
1566,1777
1584,2948
1404,1343
1348,986
581,4999
781,752
189,319
188,265
255,458
72,67
2849,1630
252,119
956,691
67,460
191,100
191,100
101329,604
186,504
4051,153
79,586
1563,3131
891,2099
55,358
997,909
1585,4108
383,1303
1885,4009
352,560
458,742
765,2893
63,17
63,17
170,791
721,869
43,327
11092,975
9,95
209,537
101,348
31,105
162,271
39528,2751
307,416
11171,8677
11171,8677
706,710
406,746
2297,1286
64,63
2376,2551
72,234
889,1073
1679,586
1248,1458
718,1589
96,308
125,129
208,749
3568,4999
1339,1123
127,702
38,166
120,1678
240,217
161,132
2791,244
3568,4999
154,74
2929,1032
67,516
3025,1387
1341,1063
58,222
1105,843
6,196
415,458
545,1644
938,1381
179,218
27,162
228,916
228,916
41081,1339
305,640
250,1340
62,394
653,1307
8785,5093
7829,1035
10836,8950
1071,1008
58,615
788,459
316,505
970,1852
42,151
308,1078
565,302
805,905
237,555
89,37
85,465
453,530
89,97
228,283
522,1341
162,578
1306,3216
221041,1410
433,217
204,444
61,46
336,296
74,113
74,113
342,422
3247,1595
52,466
221,592
353,568
11173,8675
7224,707
671,542
337863,291
10978,31
113,200
17040,10116
937,480
2420,4587
118,286
2140,4408
1554,3723
101,330
111,304
1884,3999
88,1618
184,1587
184,1587
46092,24561
336,223
1718,939
1652,1270
650,697
1681,1159
28781,18644
356,178
19244,2050
25,363
13392,6637
79,1510
4540,5002
316,505
202,564
10113,131
523,1968
548,1477
8964,407
5222,922
20,78
1421,1511
13975,6523
1599,871
1563,3131
160,143
434,346
1563,3131
28,743
166,601
81,823
417,3617
184,2455
184,2455
1585,4101
1526,1556
16069,11382
44,348
2417,772
1884,3999
85,648
316,505
1718,939
798,836
798,836
11030,367
763,928
956,691
956,691
1053,2946
20,25
326,421
389,294
1376,1638
61259,465
291,631
5323,2671
1016,2315
70,352
168,316
167,380
2116,366
175,2287
160,143
1134,1865
46090,24561
4729,4744
986,976
275,547
57,184
8192,1482
211,962
2398,554
71,211
155,461
632,2339
36392,427
1335,1488
690,649
690,649
58027,208
2822,5001
155,460
326,958
326,958
221,446
1760,1842
1175,1057
1990,1160
3437,2839
5,12
5,12
5871,724
392,477
236567,455
1082,818
1082,818
1082,818
2430,1881
21,81
745,2258
4039,1346
188,490
47,157
40,157
100,669
977,189
349,541
2139,1157
153,235
404,476
2561,3866
650,697
495,2494
13392,6637
4277,2875
1955,911
559,2051
186,1155
5006,826
3619,780
3720,3781
1493,1549
1168,2494
1168,2494
18,33
28,102
40,231
1168,1028
155,434
46630,251
221010,1410
653,1308
3714,802
7986,894
411,1909
113,200
522,223
11099,889
113,200
1370,919
1036,968
254,339
1892,1555
17810,1644
136,77
2167,1195
8961,407
3,48
698,402
354,1538
3290,2957
8191,1482
2939,1393
1188,3175
11,87
1171,1314
304,1317
537,922
4639,5103
444,1655
731,1481
1881,200
1881,200
1301,1964
2975,1022
208,1177
2838,995
10530,712
252,1457
242,73
27,266
98,487
95,217
104,405
1611,4532
506,237
101,139
1110,1078
445,696
848,168
7240,1137
2350,879
267,731
136,965
128,59
41071,1338
12842,695
296,1096
11897,5908
4085,4507
1063,2521
508,1295
37,321
110,180
221004,1410
762,2150
102,90
102,90
102,90
102,90
66,135
745,412
1142,2824
648,230
214,379
218,282
25830,1443
177,350
98,387
3167,647
2471,949
1307,630
58,221
682,543
10100,130
1664,1309
1664,1309
1761,1839
71,470
102,90
97,107
905,494
1199,409
84,241
9430,1234
8191,1482
1328,1633
25047,23227
955,691
1584,4114
18078,766
591858,154
1417,343
1004,1519
360,514
65979,2952
84,263
380,1000
829,887
8191,1482
26669,7401
7171,6341
4217,1770
835,2077
825,839
2680,2671
788,349
4217,1770
4217,1770
4638,5102
49,34
252,587
3419,378
220,456
411,370
411,370
591,377
2217,1877
1500,1542
202,397
1621,213
202,397
65094,473
202,397
1095,225
3187,2072
240,376
3187,2072
5221,922
250,285
60,96
206,209
9227,108
12706,680
1733,972
113473,88
28779,18643
1287,4506
306,830
529,1792
1013,819
252,561
28779,18643
3435,2836
46088,24547
54,179
1126,1150
216,210
60,271
10095,130
318,806
22,129
154,197
269,302
39292,67
2380,1238
39,98
4430,4376
635,926
158,176
92,119
751,1782
751,1782
2794,256
17,45
13343,1421
2673,910
5726,694
5726,694
135,118
13813,8879
21282,451
1959,1539
630,322
13973,6522
400,311
203,287
28779,18643
347,381
254,218
106695,8759
8189,1482
1493,2094
47,92
47,92
10160,9559
779,2083
8,7
29,135
55,128
570,911
849,556
27837,5274
12879,2143
68,320
68,320
1372,891
216,117
21282,451
5950,4921
65095,473
1462,914
122,359
449,636
20484,4184
36340,311
7678,2106
122,359
9298,5481
12,36
1974,597
778,2950
15361,610
2352,1411
643,2129
862,592
862,592
500,497
217,210
7883,1698
360,514
141,262
3207,1692
1119,1076
432,582
59,63
195,436
165,505
257,259
175,456
2100,3093
2100,3093
1080,235
1080,235
85,525
3008,1598
7783,6736
624,1583
78,1510
1142,2824
195,390
3682,752
272,258
10833,1915
68,337
25821,1443
3888,724
1378,1379
14423,837
1052,951
54,113
2590546,370
495,2494
587,342
209,461
543,394
788,349
788,349
2471,5000
1096,225
2261,1345
3457,965
19688,2169
584,770
136,297
2215,1617
2256,2885
88,136
7783,6736
2970,280
154,197
3065,340
28776,18642
39287,67
39287,67
411,454
185,512
38,80
2193,351
918,2388
1374,5003
40220,1332
4339,1527
361,858
987,654
879,509
359,514
4132,353
134,56
244,655
4239,443
113261,469
113261,469
1478,317
1370,426
1,6
2179,563
11300,2911
28775,18642
6084,903
3259,5004
53324,515
172,251
829,887
6021,5154
21283,451
7883,1698
837,2077
897,219
3334,4558
2470,2597
7883,1698
2673,910
15,65
15,65
217,210
4211,1768
52,18
153,313
47,379
418,879
898,864
645,1382
187,486
1080,1589
194,311
3322,1110
513,252
5828,1699
4082,1192
12805,2700
979,2588
2681,4779
189,360
1405,1293
535,980
154,197
32,219
231,303
39288,67
231,303
60,132
194,433
13387,6640
13387,6640
6091,5244
39,67
1286,4500
3404,1491
58,221
193,1451
3217,1931
1753,5001
8408,2402
185,435
4226,708
10092,130
16958,1329
132,241
132,241
1390,569
2488,363
16958,1329
699,824
699,824
181,1002
3351,1670
216,210
6614,4201
2456,5001
877,296
197,145
2088,1517
16972,3447
16972,3447
1279,834
971,3611
12142,664
2237,1059
12820,1295
7281,7884
2703,4999
154,264
1650,1268
28773,18642
115028,1511
12142,664
1281,572
189,366
11080,3742
458,748
7784,6736
8188,1482
3776,1162
3776,1162
482,1951
34044,4029
3447,273
1316,963
2237,1059
2609,2961
513,283
1349,356
2030,732
116,49
8405,692
13810,8873
326,171
124,340
410,452
1158,84
224,281
224,281
865,1698
7388,2085
1218,1314
2203,2749
2009,431
2480,529
28772,18642
330,310
266,49
776,768
3399,4744
3399,4744
265,49
34177,5382
373,403
16958,1329
48,47
12227,935
94,91
5724,693
1158,84
952,439
607,1962
607,1962
3863,3576
4403,924
1991,3232
167,527
589,377
4012,1505
4012,1505
928,320
7883,1698
7883,1698
7883,1698
7883,1698
27,26
17,44
629,799
71873,61
783,220
4403,924
138,243
28772,18642
21,40
21,40
134,56
607,1962
607,1962
100,198
1476,850
28774,18643
1307,141
28774,18643
34482,2642
346,1195
346,1195
9993,295
91,492
4,16
3563,4999
3563,4999
546,426
11,37
94,447
32,99
32,99
160,283
2121,330
2121,330
28772,18642
11172,8689
11172,8689
11172,8689
11172,8689
947,504
947,504
789,2574
789,2574
1441,4982
2677,1524
141,812
64,346
53,171
145,423
1947,1093
280,343
29,102
378,616
133,352
22,59
240,486
418,268
364,806
364,806
168,247
24,242
24,242
306,639
3418,378
667,1835
597,2185
597,2185
723,546
151,812
34,105
97,1354
97,1354
283,358
336,530
606,654
86,146
157,37
645,1380
645,1380
1365,3515
257,292
11170,8668
257,292
2497,944
3026,1387
212,273
62,400
19241,2051
196,241
3396,583
333,2276
3590,4485
16916,1482
8450,1130
15160,216
2376,2547
2376,2547
2919,1031
2007,980
11015,366
3458,873
3458,873
29749,8320
147,114
188,43
703,532
495,489
121,259
717,1806
127,377
915,422
121,259
121,259
606,654
30,272
132,1234
360,514
133,352
668,454
360,514
83,211
505,1827
4652,2520
248,546
558,659
558,659
220725,1410
7784,6736
10075,130
2302,874
4651,2520
8188,1482
7784,6736
419,157
3424,3637
18,142
18,142
18,142
2711,3410
523,319
2,23
213,179
301,461
112,293
3408,2548
3408,2548
92,314
31,260
2122,2384
2122,2384
456,215
1746,1826
5252,963
1496,528
2218,733
1382,1264
3323,1190
918,1524
7784,6736
8185,1482
249,292
249,292
394,230
7,56
8304,5456
3118,1369
190,613
5479,5071
1836,1772
1836,1772
966,1085
3126,2272
10641,1065
28769,18640
3118,1369
222,612
164,238
299,656
28,90
70,326
1930,1579
7783,6706
230,44
230,44
2348,2435
121,192
2670,710
280,506
467,2050
576,1396
576,1396
11085,5879
236,276
129,168
129,168
33,104
28770,18640
3157,2793
200,718
28770,18640
16688,14949
893,528
893,528
666,576
29749,8321
504,653
2367,1899
2395,2216
2395,2216
652,867
1925,3030
1394,2799
1394,2799
28770,18640
768,1346
144,148
111,290
6,96
652,867
16362,4258
72,264
39,222
39,222
128,220
11,35
2422,1895
89,341
401,2424
401,2424
228,101
648,532
28772,18640
923,1549
954,691
456,214
206,113
2459,1273
2459,1273
955,513
1786,3288
1933,804
37,277
954,691
149,333
149,333
954,1027
1060,1223
112,100
281,243
3618,2841
331,1185
7,81
4412,539
6841,4444
174,166
43,111
460,242
1141,696
1141,696
418,734
292,300
153,77
233,1393
124,622
699,823
197,368
1343,2927
6620,863
843,288
29,102
4826,5308
768,3772
293,560
2358,4852
81,764
1506,4215
406,1025
406,1025
573,533
573,533
65,174
776,543
129,297
314,702
314,702
2629,2942
2629,2942
576,1262
2712,3408
113,117
3,12
1031,1007
232,249
6283,1436
9648,709
1,6
291,661
13800,713
194,355
88,76
7423,354
1988,913
1988,913
12984,3414
184,656
1344,356
8188,1482
22,33
22,33
71,220
1745,595
2055,2254
2055,2254
621,1180
2160,608
9648,709
1342,1063
7078,6636
425,473
973,827
3416,378
278,650
46,117
1042,857
10469,5280
140,2460
3884,1632
806,1077
186,723
222,330
1309,4140
1946,940
2384,1173
646,1037
670,501
294,645
294,645
128,227
71,101
38,50
754,294
503,615
431,767
1097,866
781,751
36,54
5409,1382
24,33
24,33
117,115
1460,1299
130,245
478,333
8231,1277
7,23
227,230
954,691
14881,274
1051,1071
627,279
15,100
189,367
16,95
283,753
15,27
2462,1350
2462,1350
2462,1350
1924,3030
361,514
1924,3030
28768,18641
313,1047
2563,1442
65,158
2426,1152
1810,976
229,311
3133,682
893,528
1452,572
9,81
3078,952
2005,941
192,227
547,473
14,28
33,117
1545,1859
99,130
223,1399
360,405
163,428
71,457
1924,3030
7602,1355
3563,4999
494,77
1016,117
1323,2966
1323,2966
562,397
128,140
2297,1608
7782,6705
940,80
5883,3190
9,6
87,97
87,97
361,514
361,514
361,514
226,586
1537,327
1108,2366
2247,685
72,434
72,434
72,434
72,434
72,434
2886,1952
5571,945
41,324
1730,1057
17392,556
28,222
16973,3447
161,144
5707,3814
1893,506
3007,2185
501,439
7782,6705
12086,9235
501,2349
15822,405
68,284
142,310
101,126
101,126
1005,431
1005,431
174,209
2739,519
71,346
1489,2088
533,816
280,1452
1125,885
298,883
70,88
71,346
7,18
149,333
91771,1160
3064,2751
1328,1310
1826,809
1826,809
346,885
934,905
190,355
261,70
787,349
787,349
787,349
5880,6396
478,215
3436,2834
67,150
67,150
1290,1368
2343,2354
263,258
144,331
144,331
237,298
87,46
625,452
1954,4190
620,98
5241,2734
309,276
22,42
22,42
22,42
22,42
22,42
1971,1024
22,42
181,163
9648,709
758,2479
72,247
250,1445
107,168
12,33
107,168
401,2553
250,1445
4520,592
9,19
265,888
14,28
28767,18641
401,2553
136,701
401,2553
339,779
14,17
14,17
25,66
24,98
33789,1769
12818,1294
49,120
3158,2793
1254,1908
1178,924
337,103
1087,1718
1323,2942
157,1714
371,289
115,394
4141,2074
54,179
212,595
517,1463
448,1273
113243,196
246,201
33283,1483
247,232
75,284
445,755
434,1143
434,1143
1334,387
2087,1516
1251,2236
1192,994
28766,18641
619,817
28766,18641
1206,3832
561,313
1476,1405
7782,6705
8186,1482
3337,4558
11092,888
64,155
64,155
416,638
719,546
133,567
2278,2654
392,116
127,748
3490,268
1888,3815
1745,1821
776,542
447,364
4232,4991
4236,443
4236,443
28767,18641
3856,4952
3147,3466
970,3610
327,1448
1057,1570
17391,556
93928,2802
84,210
1088,818
12122,663
4449,2634
748,2428
411,370
2655,476
9648,709
4076,1573
4076,1573
8539,1317
57612,517
366,240
366,240
14219,8744
2186,849
843,726
323,355
351,315
1,62
112,258
375,1321
9552,2530
646,857
83,220
426,967
426,967
215,809
1098,1395
14,53
152,646
2370,1920
697,1257
21,159
104,235
178,128
132,241
132,241
9755,7209
7,68
1364,4996
576,1396
128,127
126,302
980,1525
980,1525
83,177
83,177
1818,2776
282,273
14,21
463,602
28764,18641
196,267
196,267
394,590
157,225
1364,3513
296,408
177,2369
177,2369
560,1023
137,350
100,519
28764,18641
81,177
45,13
45,13
259,409
16,103
169,620
416,638
402,359
726,481
2210,2270
216,287
216,287
239,1390
16,59
494,524
21,74
726,481
726,481
726,481
124,85
1586,822
43,216
246,458
43,216
33,298
342,98
433,454
433,454
433,454
34,113
51,137
51,137
183,229
4,5
856,1552
255112,895
1366,1715
305,620
269,622
36,139
648,704
1035,802
2504,2086
1984,1319
178,359
392,2580
1251,2236
164,231
245,1871
261,947
220409,1409
220409,1409
162,580
162,580
70,274
42,198
47072,1989
115,133
115,133
3,102
1128,1943
19,231
35,41
35,41
35,26
41,71
41,71
400,2545
4931,2834
21919,1036
28764,18641
150,80
287,637
19,231
11158,8608
314,375
314,375
880,1743
636,3161
116,575
2,21
407,667
5216,675
2414,1509
95,234
9738,3759
1089,1293
71,208
7291,1390
7291,1390
91,315
298,772
133,175
298,772
188,111
15,14
9760,1210
3017,1381
8187,1482
44307,33939
2105,996
61,133
157,162
38,301
221,985
373,606
11995,877
